,Unnamed: 0,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,lyric,debut_date,peak_position,peak_date,weeks_on_chart
105,105,fearless ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,241591,69,0.569,0.0122,0.741,0.0,0.333,-4.963,0.0282,0.43,100.118,"There's something 'bout the way The street looks when it's just rained There's a glow off the pavement, you walk me to the car And you know I wanna ask you to dance right there In the middle of the parking lot, yeah Oh, yeah We're driving down the road, I wonder if you know I'm trying so hard not to get caught up now But you're just so cool, run your hands through your hair Absent-mindedly making me want you And I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you I'd dance In a storm in my best dress, fеarless So, baby, drive slow 'til we run out of road in this onе-horse town I wanna stay right here, in this passenger's seat You put your eyes on me In this moment now, capture it, remember it Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you I'd dance In a storm in my best dress, fearless Oh, oh Well, you stood there with me in the doorway My hands shake, I'm not usually this way but You pull me in and I'm a little more brave It's the first kiss, it's flawless, really something It's fearless Oh, yeah 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you I'd dance In a storm in my best dress, fearless 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you I'd dance In a storm in my best dress, fearless Oh, oh Oh-oh, yeah",,,,
106,106,fifteen ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,294419,66,0.559,0.116,0.646,0.0,0.32,-4.61,0.0272,0.289,95.466,"You take a deep breath and you walk through the doors It's the mornin' of your very first day You say hi to your friends you ain't seen in a while Try and stay out of everybody's way It's your freshman year and you're gonna be here For the next four years in this town Hopin' one of those senior boys will wink at you and say ""You know, I haven't seen you around before"" 'Cause when you're fifteen and somebody tells you they love you You're gonna believe them And when you're fifteen, feelin' like there's nothin' to figure out Well, count to ten, take it in This is life before you know who you're gonna be At fifteen You sit in class next to a redhead named Abigail And soon enough, you're best friends Laughin' at the other girls who think they're so cool We'll be outta here as soon as we can And then you're on your very first date and he's got a car And you're feelin' like flyin' And your mama's waitin' up and you're thinkin' he's the one And you're dancin' 'round your room when the night ends When the night ends 'Cause when you're fifteen and somebody tells you they love you You're gonna believe them And when you're fifteen and your first kiss Makes your head spin around, well In your life you'll do things greater than Datin' the boy on the football team I didn't know it at fifteen When all you wanted was to be wanted Wish you could go back and tell yourself what you know now Back then, I swore I was gonna marry him someday But I realized some bigger dreams of mine And Abigail gave everything she had To a boy who changed his mind And we both cried Cause when you're fifteen and somebody tells you they love you You're gonna believe them And when you're fifteen, don't forget to look before you fall But I've found time can heal most anything And you just might find who you're supposed to be I didn't know who I was supposed to be At fifteen La-la-la, la-la-la, la-la-la-la La-la-la, la-la-la, la-la-la-la La-la-la, la-la-la Your very first day Take a deep breath, girl Take a deep breath as you walk through the doors",,,,
107,107,love story ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,235766,74,0.627,0.13,0.792,3.97e-06,0.0845,-4.311,0.031,0.415,119.054,"We were both young when I first saw you I close my eyes and the flashback starts I'm standing there On a balcony in summer air See the lights, see the party, the ball gowns See you make your way through the crowd And say, ""Hello"" Little did I know That you were Romeo, you were throwing pebbles And my daddy said, ""Stay away from Juliet"" And I was crying on the staircase Begging you, ""Please don't go,"" and I said Romeo, take me somewhere we can be alone I'll be waiting, all there's left to do is run You'll be the prince and I'll be the princess It's a love story, baby, just say, ""Yes"" So I sneak out to the garden to see you We keep quiet 'cause we're dead if they knew So close your eyes Escape this town for a little while, oh, oh 'Cause you were Romeo, I was a scarlet letter And my daddy said, ""Stay away from Juliet"" But you were everything to me I was begging you, ""Please don't go,"" and I said Romeo, take me somewhere we can be alone I'll be waiting, all there's left to do is run You'll be the prince and I'll be the princess It's a love story, baby, just say, ""Yes"" Romeo, save me, they're trying to tell me how to feel This love is difficult, but it's real Don't be afraid, we'll make it out of this mess It's a love story, baby, just say, ""Yes"" Oh, oh And I got tired of waiting Wondering if you were ever coming around My faith in you was fading When I met you on the outskirts of town And I said, ""Romeo, save me, I've been feeling so alone I keep waiting for you, but you never come Is this in my head? I don't know what to think"" He knelt to the ground and pulled out a ring, and said ""Marry me, Juliet, you'll never have to be alone I love you and that's all I really know I talked to your dad, go pick out a white dress It's a love story, baby, just say, 'Yes'"" Oh, oh, oh Oh, oh, oh 'Cause we were both young when I first saw you",,,,
108,108,hey stephen ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,254254,66,0.788,0.106,0.571,0.0,0.0934,-6.135,0.0296,0.797,115.99,"Mmm-mm, mm-mm Mmm-mm, mm-mm Mmm-mm, mm-mm, yeah Hey Stephen, I know looks can be deceiving But I know I saw a light in you And as we walked we were talking I didn't say half the things I wanted to Of all the girls tossing rocks at your window I'll be the one waiting there even when it's cold Hey Stephen, boy, you might have me believing I don't always have to be alone 'Cause I can't help it if you look like an angel Can't help it if I wanna kiss you in the rain so Come feel this magic I've been feeling since I met you Can't help it if there's no one else Mmm, I can't help myself Hey Stephen, I've been holding back this feeling So I got some things to say to you I've seen it all, so I thought But I never seen nobody shine the way you do The way you walk, way you talk, way you say my name It's beautiful, wonderful, don't you ever change Hey Stephen, why are people always leaving? I think you and I should stay the same 'Cause I can't help it if you look like an angel Can't help it if I wanna kiss you in the rain so Come feel this magic I've been feeling since I met you Can't help it if there's no one else Mmm, I can't help myself They're dimming the street lights, you're perfect for me Why aren't you here tonight? I'm waiting alone now, so come on and come out And pull me near and shine, shine, shine Hey Stephen, I could give you fifty reasons Why I should be the one you choose All those other girls, well, they're beautiful But would they write a song for you? (Ha-ha-ha) I can't help it if you look like an angel Can't help it if I wanna kiss you in the rain so Come feel this magic I've been feeling since I met you Can't help it if there's no one else Mmm, I can't help myself If you look like an angel Can't help it if I wanna kiss you in the rain so Come feel this magic I've been feeling since I met you Can't help it if there's no one else Mmm, I can't help myself Ah-uh, myself Mmm-mm, I can't help myself I can't help myself Oh-oh-oh Mmm-mm, mm-mm Mmm-mm, mm-mm Mmm-mm, mm-mm",,,,
109,109,white horse ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377,0.0486,0.366,185.262,"Say you're sorry, that face of an angel Comes out just when you need it to As I paced back and forth all this time 'Cause I honestly believed in you Holdin' on, the days drag on Stupid girl, I shoulda known, I shoulda known That I'm not a princess, this ain't a fairytale I'm not the one you'll sweep off her feet, lead her up the stairwell This ain't Hollywood, this is a small town I was a dreamer before you went and let me down Now it's too late for you and your white horse To come around Maybe I was naïve, got lost in your eyes And never really had a chance My mistake, I didn't know to bе in love You had to fight to have the uppеr hand I had so many dreams about you and me Happy endings, now I know That I'm not a princess, this ain't a fairytale I'm not the one you'll sweep off her feet, lead her up the stairwell This ain't Hollywood, this is a small town I was a dreamer before you went and let me down Now it's too late for you and your white horse To come around And there you are on your knees Beggin' for forgiveness, beggin' for me Just like I always wanted But I'm so sorry 'Cause I'm not your princess, this ain't our fairytale I'm gonna find someone someday Who might actually treat me well This is a big world, that was a small town There in my rearview mirror disappearing now And it's too late for you and your white horse Now it's too late for you and your white horse To catch me now Oh, whoa, whoa, whoa Try and catch me now, oh It's too late to catch me now",,,,
110,110,you belong with me ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033,"You're on the phone with your girlfriend, she's upset She's going off about something that you said 'Cause she doesn't get your humor like I do I'm in my room, it's a typical Tuesday night I'm listening to the kind of music she doesn't like And she'll never know your story like I do Cause she wears short skirts, I wear T-shirts She's Cheer Captain and I'm on the bleachers Dreaming 'bout the day when you wake up and find That what you're looking for has been here the whole time If you could see that I'm the onе who understands you Been here all along, so why can't you see? You bеlong with me, you belong with me Walking the streets with you and your worn-out jeans I can't help thinking this is how it ought to be Laughing on a park bench, thinking to myself Hey, isn't this easy? And you've got a smile that could light up this whole town I haven't seen it in a while since she brought you down You say you're fine, I know you better than that Hey, whatcha doing with a girl like that? She wears high heels, I wear sneakers She's Cheer Captain and I'm on the bleachers Dreaming about the day when you wake up and find That what you're looking for has been here the whole time If you could see that I'm the one who understands you Been here all along, so why can't you see? You belong with me Standing by and waiting at your back door All this time how could you not know, baby? You belong with me, you belong with me Oh, I remember you driving to my house In the middle of the night I'm the one who makes you laugh When you know you're 'bout to cry I know your favorite songs And you tell me 'bout your dreams Think I know where you belong Think I know it's with me Can't you see that I'm the one who understands you Been here all along, so why can't you see? You belong with me Standing by and waiting at your back door All this time how could you not know, baby? You belong with me, you belong with me You belong with me Have you ever thought just maybe You belong with me? You belong with me",,,,
111,111,tell me why ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,200575,63,0.578,0.0222,0.909,0.0,0.333,-3.669,0.0628,0.541,100.023,"I took a chance, I took a shot And you might think I'm bulletproof, but I'm not You took a swing, I took it hard And down here from the ground, I see who you are I'm sick and tired of your attitude I'm feeling like I don't know you You tell me that you love me, then cut me down And I need you like a heartbeat But you know you got a mean streak Makes me run for cover when you're around Here's to you and your temper Yes, I remember what you said last night And I know that you see what you're doin' to me Tell me why Well, you could write a book on How to ruin someone's perfеct day Well, I get so confused and frustratеd Forget what I'm tryin' to say, oh I'm sick and tired of your reasons I got no one to believe in You tell me that you want me, then push me around And I need you like a heartbeat But you know you got a mean streak Makes me run for cover when you're around Here's to you and your temper Yes, I remember what you said last night And I know that you see what you're doin' to me Tell me why Why do you have to make me feel small So you can feel whole inside? Why do you have to put down my dreams So you're the only thing on my mind? I'm sick and tired of your attitude Feeling like I don't know you You tell me that you want me, then cut me down I'm sick and tired of your reasons I've got no one to believe in You ask me for my love, then you push me around Here's to you and your temper Yes, I remember what you said last night And I know that you see what you're doin' to me Tell me why (Why) Tell me why (Oh) I take a step back, I let you go I told you I'm not bulletproof Now you know",,,,
112,112,you’re not sorry ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,261842,64,0.506,0.0538,0.444,0.0,0.123,-4.99,0.0285,0.241,133.873,"All this time I was wasting hoping you would come around I've been giving out chances every time and all you do is let me down And it's taken me this long, baby, but I've figured you out And you're thinking we'll be fine again, but not this time around You don't have to call anymore I won't pick up the phone This is the last straw Don't wanna hurt anymore And you can tell me that you're sorry But I don't believe you, baby, like I did before You're not sorry No, no, oh-oh You're looking so innocent, I might believe you if I didn't know Could've loved you all my life if you hadn't lеft me waiting in the cold And you've got your sharе of secrets And I'm tired of being last to know, oh And now you're asking me to listen 'Cause it's worked each time before But you don't have to call anymore I won't pick up the phone This is the last straw Don't wanna hurt anymore And you can tell me that you're sorry But I don't believe you, baby, like I did before You're not sorry No, no, oh-oh You're not sorry No, no, oh-oh You had me crawling for you, honey And it never would've gone away, no You used to shine so bright, but I watched all of it fade So you don't have to call anymore I won't pick up the phone This is the last straw There's nothing left to beg for And you can tell me that you're sorry But I don't believe you, baby, like I did before You're not sorry No, no, oh-oh You're not sorry No, no, oh-oh No, no, no, no, no, no, no, no, no, no, no, no Woah, oh, oh oh, oh oh oh Oh, oh, oh, no, no, no, no, no, no",,,,
113,113,the way i loved you ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,243136,74,0.402,0.0033,0.732,0.0,0.108,-4.665,0.0484,0.472,161.032,"He is sensible and so incredible And all my single friends are jealous He says everything I need to hear and it's like I couldn't ask for anything better He opens up my door and I get into his car And he says, ""You look beautiful tonight"" And I feel perfectly fine But I miss screaming and fighting and kissing in the rain And it's 2AM and I'm cursing your name You're so in love that you act insane And that's the way I loved you Breaking down and coming undone It's a rollercoaster kind of rush And I never knew I could feel that much And that's the way I loved you He respects my space And never makes me wait And he calls exactly when he says he will He's close to my mother Talks business with my father He's charming and endearing And I'm comfortable But I miss screaming and fighting and kissing in the rain And it's 2AM and I'm cursing your name You're so in love that you acted insane And that's the way I loved you Breaking down and coming undone It's a rollercoaster kind of rush And I never knew I could feel that much And that's the way I loved you He can't see the smile I'm faking And my heart's not breaking 'Cause I'm not feeling anything at all And you were wild and crazy Just so frustrating Intoxicating, complicated Got away by some mistake and now I miss screaming and fighting and kissing in the rain It's 2AM and I'm cursing your name I'm so in love that I acted insane And that's the way I loved you Breaking down and coming undone It's a rollercoaster kind of rush And I never knew I could feel that much And that's the way I loved you oh, oh Whoa, whoa, oh-oh, oh And that's the way I loved you oh, oh, oh, oh Oh, oh, oh, whoa Never knew I could feel that much And that's the way I loved you",,,,
114,114,forever & always ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,225328,67,0.598,0.0231,0.821,0.0,0.143,-4.433,0.0447,0.673,128.03,"Once upon a time I believe it was a Tuesday when I caught your eye And we caught onto something I hold onto the night You looked me in the eye and told me you loved me Were you just kidding? 'Cause it seems to me This thing is breaking down, we almost never speak I don't feel welcome anymore Baby, what happened? Please tell me 'Cause one second it was perfect Now you're halfway out the door And I stare at the phone, he still hasn't called And then you feel so low you can't feel nothing at all And you flashback to when he said, ""forever and always"" Oh, and it rains in your bedroom Everything is wrong It rains when you're here and it rains when you're gone 'Cause I was there when you said, ""forever and always"" Was I out of line? Did I say something way too honest, made you run and hide Like a scared little boy? I looked into your eyes Thought I knew you for a minute, now I'm not so sure So here's to everything coming down to nothing Here's to silence that cuts me to the core Where is this going? Thought I knew for a minute, but I don't anymore And I stare at the phone, he still hasn't called And then you feel so low you can't feel nothing at all And you flashback to when he said, ""forever and always"" Oh, and it rains in your bedroom Everything is wrong It rains when you're here and it rains when you're gone 'Cause I was there when you said, ""forever and always"" You didn't mean it baby, I don't think so Oh, back up, baby, back up Did you forget everything? Back up, baby, back up Did you forget everything? 'Cause it rains in your bedroom Everything is wrong It rains when you're here and it rains when you're gone 'Cause I was there when you said, ""forever and always"" Oh, I stare at the phone, he still hasn't called And then you feel so low you can't feel nothing at all And you flashback to when we said, ""forever and always"" And it rains in your bedroom Everything is wrong It rains when you're here and it rains when you're gone 'Cause I was there when you said, ""forever and always"" You didn't mean it baby You said, ""forever and always,"" yeah",,,,
115,115,the best day ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,245290,62,0.642,0.488,0.576,0.0,0.159,-8.524,0.0282,0.469,125.0,"I'm five years old, it's getting cold, I've got my big coat on I hear your laugh and look up smiling at you, I run and run Past the pumpkin patch and the tractor rides Look now, the sky is gold I hug your legs and fall asleep on the way home I don't know why all the trees change in the fall But I know you're not scared of anything at all Don't know if Snow White's house is near or far away But I know I had the best day with you today I'm thirteen now And don't know how my friends could be so mean I come home crying and you hold me tight and grab the keys And we drive and drive until we found a town far enough away And we talk and window shop 'til I've forgotten all their names I don't know who I'm going to talk to now at school But I know I'm laughing on the car ride home with you Don't know how long it's going to take to feel okay But I know I had the best day with you today I have an excellent father, his strength is making me stronger God smiles on my little brother, inside and out He's better than I am I grew up in a pretty house and I had space to run And I had the best days with you There is a video I found from back when I was three You set up a paint set in the kitchen and you're talking to me It's the age of princesses and pirate ships and the seven dwarves Daddy's smart And you're the prettiest lady in the whole wide world Now I know why all the trees change in the fall I know you were on my side even when I was wrong And I love you for giving me your eyes For staying back and watching me shine And I didn't know if you knew, so I'm taking this chance to say That I had the best day with you today",,,,
116,116,change ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,279359,61,0.499,0.000191,0.815,0.0,0.181,-4.063,0.0341,0.344,95.999,"Well, it's a sad picture, the final blow hits you Somebody else gets what you wanted again and You know it’s all the same, another time and place Repeating history and you're getting sick of it But I believe in whatever you do And I'll do anything to see it through Because these things will change Can you feel it now? These walls that they put up to hold us back will fall down This revolution, the time will come For us to finally win And we’ll sing hallelujah, we'll sing hallelujah Oh, oh So we've been outnumbered, raidеd, and now cornered It's hard to fight when thе fight ain't fair We're getting stronger now, find things they never found They might be bigger but we're faster and never scared You can walk away, say we don't need this But there’s something in your eyes says we can beat this ’Cause these things will change Can you feel it now? These walls that they put up to hold us back will fall down This revolution, the time will come For us to finally win And we'll sing hallelujah, we’ll sing hallelujah Oh, oh Tonight, we'll stand, get off our knees Fight for what we've worked for all these years And the battle was long, it's the fight of our lives But we’ll stand up champions tonight It was the night things changed Can you see it now? When the walls that they put up to hold us back fell down It's a revolution, throw your hands up 'Cause we never gave in And we'll sing hallelujah, we sang hallelujah Hallelujah",,,,
117,117,jump then fall ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,237580,62,0.572,0.0474,0.69,0.0,0.0897,-6.201,0.0358,0.624,160.111,"I like the way you sound in the morning We're on the phone and without a warning I realize your laugh is the best sound I have ever heard I like the way I can't keep my focus I watch you talk, you didn't notice I hear the words but all I can think is We should be together Every time you smile, I smile And every time you shine, I'll shine for you Whoa oh, I'm feeling you, baby Don't be afraid to Jump then fall Jump then fall into me Baby, I'm never gonna leave you Say that you wanna be with me too 'Cause I'ma stay through it all So jump then fall Well, I like the way your hair falls in your face You got the keys to me I love each freckle on your face, oh I've never been so wrapped up, honey I like the way you're everything I ever wanted I had time to think it over And all I can say is come closer Take a deep breath and jump then fall into me Cause every time you smile, I smile And every time you shine, I'll shine for you Whoa oh, I'm feeling you, baby Don't be afraid to Jump then fall Jump then fall into me Baby, I'm never gonna leave you Say that you wanna be with me too 'Cause I'ma stay through it all So jump then fall The bottom's gonna drop out from under our feet I'll catch you, I'll catch you When people say things that bring you to your knees I'll catch you The time is gonna come when you're so mad you could cry But I'll hold you through the night until you smile Whoa oh, I need you, baby Don't be afraid, please Jump then fall Jump then fall into me Baby, I'm never gonna leave you Say that you wanna be with me too 'Cause I'ma stay through it all So jump then fall Jump then fall, baby Jump then fall into me, into me Every time you smile, I smile And every time you shine, I shine And every time you're here Baby, I'll show you, I'll show you You can jump then fall, jump then fall Jump then fall into me, into me, yeah",,,,
118,118,untouchable ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,312107,62,0.393,0.0181,0.531,0.0,0.169,-6.112,0.0329,0.224,200.391,"Untouchable like a distant diamond sky I'm reaching out and I just can't tell you why I'm caught up in you, I'm caught up in you Untouchable, burning brighter than the sun And when you're close, I feel like coming undone In the middle of the night when I'm in this dream It's like a million little stars spelling out your name You got to come on, come on, say that we'll be together Come on, come on, little taste of heaven It's half full and I won't wait here all day I know you're saying that you'd be here anyway But you're untouchable, burning brighter than the sun And now that you're close, I feel like coming undone In the middle of the night when I'm in this dream It's like a million little stars spelling out your name You got to come on, come on, say that we'll be together Come on, come on, oh In the middle of the night waking from this dream I want to feel you by my side, standing next to me You got to come on, come on, say that we'll be together Come on, come on, little taste of heaven I'm caught up in you Oh-oh, oh, oh-oh But you're untouchable, burning brighter than the sun Now that you're close, I feel like coming undone In the middle of the night when I'm in this dream It's like a million little stars spelling out your name You got to come on, come on, say that we'll be together Come on, come on, oh In the middle of the night when I'm in this dream It's like a million little stars spelling out your name You got to come on, come on, say that we'll be together Come on, come on, come on In the middle of the night waking from this dream I want to feel you by my side, standing next to me You got to come on, come on, say that we'll be together Come on, come on, little taste of heaven Oh, oh-oh-oh, oh-oh-oh, oh And in the middle of the night when I'm in this dream It's like a million little stars spelling out your name You got to come on, come on, oh Come on, come on Come on, come on, oh, oh, oh It's like a million little stars spelling out your name They're spelling out your name, oh",,,,
119,119,forever & always  ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,267833,63,0.546,0.819,0.273,0.0,0.137,-9.208,0.0308,0.271,118.753,"Once upon a time I believe it was a Tuesday when I caught your eye And we caught onto something I hold on to the night You looked me in the eye and told me you loved me Were you just kidding? 'Cause it seems to me This thing is breaking down, we almost never speak I don't feel welcome anymore What happened? Please, tell me 'Cause one second it was perfect Now you're halfway out the door And I stare at the phone, he still hasn't called And then you feel so low you can't feel nothing at all And you flashback to when he said, ""Forever and always"" And it rains in your bedroom Everything is wrong It rains when you're here and it rains when you're gone I was there when you said, ""Forever and always"" Was I out of line? Did I say something way too honest, made you run and hide Like a scared little boy? I looked into your eyes Thought I knew you for a minute, now I'm not so sure So here's to everything coming down to nothing Here's to silence that cuts me to the core Where is this going? Thought I knew for a minute, but I don't anymore And I stare at the phone, he still hasn't called And then you feel so low you can't feel nothing at all You flashback to when he said, ""Forever and always"" Oh, and it rains in your bedroom Everything is wrong It rains when you're here and it rains when you're gone I was there when you said, ""Forever and always"" You didn't mean it baby, I don't think so Oh, oh-oh, oh-oh-oh Oh-oh, oh-oh-oh Back up, baby, back up Did you forget everythi-i-ing? Back up, baby, back up Did you forget everythi-i-ing? Back up, baby, back up Please, back up, oh, back up Back up, baby, back up 'Cause it rains in your bedroom Everything is wrong It rains when you're here and it rains when you're gone I was there when you said, ""Forever and always"" And I stare at the phone, he still hasn't called And then you feel so low you can't feel nothing at all You flashback to when we said forever and always And it rains in your bedroom Everything is wrong It rains when you're here and it rains when you're gone I was there when you said, ""Forever and always"" You didn't mean it baby You said, ""Forever and always,"" yeah",,,,
120,120,come in with the rain ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,237338,61,0.476,0.0406,0.564,0.0,0.102,-5.677,0.0269,0.167,143.929,"I could go back to every laugh But I don't wanna go there anymore And I know all the steps up to your door But I don't wanna go there anymore Talk to the wind, talk to the sky Talk to the man with the reasons why And let me know what you find I'll leave my window open 'Cause I'm too tired at night to call your name Just know I'm right here hoping That you'll come in with the rain I could stand up and sing you a song But I don't wanna have to go that far And I, I've got you down, I know you by heart And you don't even know where I start Talk to yourself, talk to the tears Talk to the man who put you here And don't wait for the sky to clear I'll leave my window open 'Cause I'm too tired at night to call your name, oh Just know I'm right here hoping That you'll come in with the rain I've watched you so long, screamed your name I don't know what else I can say I'll leave my window open 'Cause I'm too tired at night for all these games Just know I'm right here hoping That you'll come in with the rain I could go back to every laugh But I don't wanna go there anymore",,,,
121,121,superstar ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,263865,60,0.454,0.157,0.555,0.0,0.343,-6.69,0.0283,0.171,171.862,"This is wrong but I can't help but feel like There ain’t nothing more right babe Misty morning comes again and I can't Help but wish I could see your face And I knew from the first note played I'd be breaking all my rules to see you You smile that beautiful smile and all the girls in the front row Scream your name So dim that spotlight, tell me things like I can't keep my eyes off of you I'm no one special, just another wide-eyed girl Who's desperately in love with you Give me a photograph to hang on my wall, superstar Morning lonelinеss Comes around when I'm not dreaming about you Whеn my world wakes up today You'll be in another town And I knew when I saw your face I'd be counting down the ways to see you You smile that beautiful smile and all the girls in the front row Scream your name So dim that spotlight, tell me things like I can't take my eyes off of you I'm no one special, just another wide-eyed girl Who's desperately in love with you Give me a photograph to hang on my wall, superstar You played in bars, you play guitar And I'm invisible and everyone knows who you are And you'll never see, you sing me to sleep Every night from the radio So dim that spotlight, tell me things like I can't take my eyes off of you I'm no one special, just another wide-eyed girl Who's desperately in love with you Give me a photograph to hang on my wall, superstar Sweet, sweet superstar Superstar",,,,
122,122,the other side of the door ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,238443,64,0.432,0.0279,0.873,0.0,0.167,-4.367,0.0577,0.629,163.936,"In the heat of the fight I walked away Ignorin' words that you were sayin' Tryna make me stay I said, ""This time I've had enough"" And you've called a hundred times But I'm not picking up 'Cause I'm so mad I might tell you that it's over But if you look a little closer I said, ""Leave,"" but all I really want is you To stand outside my window throwin' pebbles Screamin', ""I'm in love with you"" Wait there in the pourin' rain, comin' back for more And don't you leave 'cause I know All I need is on the other side of the door Me and my stupid pride are sittin' here alone Goin' through the photographs, starin' at the phone I keep goin' back over things we both said And I remember the slamming door And all the things that I misread Oh, babe, if you know everything Tell me why you couldn't see When I left, I wanted you to chase after me, yeah I said, ""Leave,"" but all I really want is you To stand outside my window throwin' pebbles Screamin', ""I'm in love with you"" Wait there in the pourin' rain, comin' back for more And don't you leave 'cause I know All I need is on the other side of the door And I'll scream out the window I can't even look at you I don't need you but I do, I do, I do I say, ""There's nothing you can say To make this right again, I mean it, I mean it"" But what I mean is I said, ""Leave,"" but, baby, all I want is you To stand outside my window throwin' pebbles Screamin', ""I'm in love with you"" Wait there in the pourin' rain, comin' back for more And don't you leave 'cause I know All I need is on the other side of the door With your face and the beautiful eyes And the conversation with the little white lies And the faded picture of a beautiful night You carried me from your car up the stairs And I broke down crying, was she worth this mess? After everything and that little black dress After everything I must confess, I need you",,,,
123,123,today was a fairytale ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,241822,62,0.482,0.0135,0.779,0.0,0.296,-5.025,0.0409,0.328,158.162,"Today was a fairytale You were the prince I used to be a damsel in distress You took me by the hand and you picked me up at six Today was a fairytale Today was a fairytale Today was a fairytale I wore a dress You wore a dark gray t-shirt You told me I was pretty when I looked like a mess Today was a fairytale Time slows down Whenever you're around Can you feel this magic in the air? It must have been the way you kissed me Fell in love when I saw you standing there It must have been the way Today was a fairytale It must have been the way Today was a fairytale Today was a fairytale You've got a smile That takes me to another planet Every move you make, everything you say is right Today was a fairytale Today was a fairytale All that I can say Is now it's getting so much clearer Nothing made sense 'til the time I saw your face Today was a fairytale Time slows down Whenever you're around, yeah But can you feel this magic in the air? It must have been the way you kissed me Fell in love when I saw you standing there It must have been the way Today was a fairytale It must have been the way Today was a fairytale Time slows down Whenever you're around I can feel my heart It's beating in my chest Did you feel it? I can't put this down But can you feel this magic in the air? It must have been the way you kissed me Fell in love when I saw you standing there It must have been the way But can you feel this magic in the air? It must have been the way you kissed me Fell in love when I saw you standing there It must have been the way Today was a fairytale It must have been the way Today was a fairytale Oh, oh, yeah, oh-oh Today was a fairytale",,,,
124,124,mr. perfectly fine  ,Fearless (Taylor's Version),Taylor Swift,2021-04-09,277591,74,0.66,0.162,0.817,0.0,0.0667,-6.269,0.0521,0.714,135.942,"Mr. ""Perfect face"" Mr. ""Here to stay"" Mr. ""Looked me in the eye and told me you would never go away"" Everything was right Mr. ""I've been waitin' for you all my life"" Mr. ""Every single day until the end, I will be by your side"" But that was when I got to know Mr. ""Change of heart"" Mr. ""Leaves me all alone,"" I fall apart It takes everything in me just to get up each day But it's wonderful to see that you're okay Hello, Mr. ""Perfectly fine"" How's your heart after breakin' mine? Mr. ""Always at the right place at the right time,"" baby Hello, Mr. ""Casually cruel"" Mr. ""Everything revolves around you"" I've been Miss Misery since your goodbye And you're Mr. ""Perfectly fine"" Mr. ""Never told me why"" Mr. ""Never had to see me cry"" Mr. ""Insincere apology so he doesn't look like the bad guy"" He goes about his day Forgets he ever even heard my name Well, I thought you might be different than the rest, I guess you're all the same 'Cause I hear he's got his arm 'round a brand-new girl I've been pickin' up my heart, he's been pickin' up her And I never got past what you put me through But it's wonderful to see that it never phased you Hello, Mr. ""Perfectly fine"" How's your heart after breakin' mine? Mr. ""Always at the right place at the right time,"" baby Hello, Mr. ""Casually cruel"" Mr. ""Everything revolves around you"" I've been Miss Misery since your goodbye And you're Mr. ""Perfectly fine"" So dignified in your well-pressed suit So strategized, all the eyes on you Sashay your way to your seat It's the best seat, in the best room Oh, he's so smug, Mr. ""Always wins"" So far above me in every sense So far above feeling anything And it's really such a shame It's such a shame 'Cause I was Miss ""Here to stay"" Now I'm Miss ""Gonna be alright someday"" And someday maybe you'll miss me But by then, you'll be Mr. ""Too late"" Goodbye, Mr. ""Perfectly fine"" How's your heart after breakin' mine? Mr. ""Always at the right place at the right time,"" baby Goodbye, Mr. ""Casually cruel"" Mr. ""Everything revolves around you"" I've been Miss Misery for the last time And you're Mr. ""Perfectly fine"" You're perfectly fine Mr. ""Looked me in the eye and told me you would never go away"" You said you'd never go away",,,,
